Hotel id,City,Room id,Price,Room Type,Pricing Policy
Hotel_000,Atlantis,Hotel_000_Room_000,179,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_001,179,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_002,179,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_003,179,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_004,179,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_005,179,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_006,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_007,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_008,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_009,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_010,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_011,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_012,140,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_013,145,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_014,145,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_015,226,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_016,226,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_017,226,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_018,226,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_019,226,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_020,226,suite,fairplay
Hotel_001,Atlantis,Hotel_001_Room_000,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_001,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_002,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_003,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_004,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_005,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_006,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_007,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_008,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_009,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_010,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_011,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_012,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_013,46,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_014,53,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_015,53,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_016,56,triple,fairplay
Hotel_001,Atlantis,Hotel_001_Room_017,56,triple,fairplay
Hotel_001,Atlantis,Hotel_001_Room_018,56,triple,fairplay
Hotel_001,Atlantis,Hotel_001_Room_019,56,triple,fairplay
Hotel_001,Atlantis,Hotel_001_Room_020,50,suite,fairplay
Hotel_001,Atlantis,Hotel_001_Room_021,50,suite,fairplay
Hotel_001,Atlantis,Hotel_001_Room_022,50,suite,fairplay
Hotel_001,Atlantis,Hotel_001_Room_023,50,suite,fairplay
Hotel_002,Atlantis,Hotel_002_Room_000,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_001,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_002,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_003,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_004,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_005,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_006,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_007,183,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_008,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_009,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_010,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_011,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_012,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_013,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_014,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_015,212,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_016,245,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_017,156,suite,fairplay
