Hotel id,City,Room id,Price,Room Type,Pricing Policy
Hotel_000,Atlantis,Hotel_000_Room_000,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_001,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_002,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_003,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_004,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_005,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_006,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_007,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_008,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_009,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_010,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_011,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_012,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_013,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_014,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_015,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_016,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_017,96,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_018,79,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_019,79,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_020,85,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_021,85,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_022,85,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_023,85,suite,fairplay
Hotel_001,Atlantis,Hotel_001_Room_000,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_001,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_002,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_003,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_004,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_005,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_006,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_007,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_008,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_009,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_010,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_011,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_012,78,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_013,78,single,fairplay
