Hotel id,City,Room id,Price,Room Type,Pricing Policy
Hotel_000,Atlantis,Hotel_000_Room_000,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_001,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_002,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_003,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_004,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_005,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_006,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_007,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_008,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_009,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_010,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_011,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_012,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_013,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_014,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_015,167,single,fairplay
Hotel_000,Atlantis,Hotel_000_Room_016,198,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_017,198,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_018,198,triple,fairplay
Hotel_000,Atlantis,Hotel_000_Room_019,232,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_020,232,suite,fairplay
Hotel_000,Atlantis,Hotel_000_Room_021,232,suite,fairplay
Hotel_001,Atlantis,Hotel_001_Room_000,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_001,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_002,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_003,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_004,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_005,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_006,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_007,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_008,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_009,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_010,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_011,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_012,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_013,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_014,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_015,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_016,159,single,fairplay
Hotel_001,Atlantis,Hotel_001_Room_017,155,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_018,174,triple,fairplay
Hotel_001,Atlantis,Hotel_001_Room_019,174,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_000,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_001,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_002,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_003,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_004,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_005,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_006,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_007,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_008,68,single,fairplay
Hotel_002,Atlantis,Hotel_002_Room_009,79,double,fairplay
Hotel_002,Atlantis,Hotel_002_Room_010,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_011,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_012,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_013,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_014,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_015,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_016,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_017,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_018,85,triple,fairplay
Hotel_002,Atlantis,Hotel_002_Room_019,85,triple,fairplay
Hotel_003,Atlantis,Hotel_003_Room_000,249,single,fairplay
Hotel_003,Atlantis,Hotel_003_Room_001,249,single,fairplay
Hotel_003,Atlantis,Hotel_003_Room_002,249,single,fairplay
Hotel_003,Atlantis,Hotel_003_Room_003,249,single,fairplay
Hotel_003,Atlantis,Hotel_003_Room_004,249,single,fairplay
Hotel_003,Atlantis,Hotel_003_Room_005,249,single,fairplay
Hotel_003,Atlantis,Hotel_003_Room_006,249,single,fairplay
