Hotel id,City,Room id,Price,Room Type,Pricing Policy
Hotel_000,Atlantis,Hotel_000_Room_000,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_001,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_002,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_003,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_004,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_005,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_006,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_007,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_008,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_009,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_010,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_011,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_012,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_013,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_014,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_015,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_016,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_017,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_018,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_019,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_020,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_021,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_022,32,double,fairplay
Hotel_000,Atlantis,Hotel_000_Room_023,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_024,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_025,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_026,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_027,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_028,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_029,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_030,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_031,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_032,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_033,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_034,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_035,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_036,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_037,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_038,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_039,32,double,fairplay
Hotel_001,Atlantis,Hotel_001_Room_040,32,double,fairplay
